state,registrationDeadlineType,dateType,edRelation,time,laws,updateLegal,updateNotes,
SouthDakota,Military Ballot Return Deadline,Received by,ED,7:00 PM,,"PKK (2021-11-04): ""If you are not registered you may register to vote up until the voter registration deadline, which is 15 days before the election."" https://sdsos.gov/elections-voting/voting/military-members.aspx",PKK 2021-11-04 18:36 ET,
SouthDakota,Military Ballot Request Deadline,"Email, Fax or Post Received by",ED - 1,5:00 PM,,,PKK 2021-11-04 18:42 ET,
SouthDakota,Military Registration Deadline,Received by,ED - 15,,,Same,PKK 2021-11-04 18:36 ET,
Tennessee,Domestic Ballot Return Deadline,Blank,ED,8:00 PM,"""The county election commission must receive the ballot by mail no later than the close of polls on election day. Once the election commission issues an absentee by-mail ballot to a voter, the voter can only vote by mail.(Source : Secretary of State website)""",30 days. https://sos.tn.gov/products/elections/register-vote,PKK 2021-11-04 17:11 ET,
Tennessee,Domestic Ballot Request Deadline,Blank,ED - 7,,-(a) (1) A voter who desires to vote absentee shall request an absentee ballot not more than ninety (90) and not later than seven (7) days before the election;(2-6-202),30 days. https://sos.tn.gov/products/elections/register-vote,PKK 2021-11-04 17:11 ET,
Tennessee,Domestic Registration Deadline,Blank,ED - 30,,"(a) A qualified voter may register or have the voter's registration altered at the commission office at any time the office is open, except that applications for registration shall not be processed for twenty-nine (29) days before an election, except as provided in subsection (b.(2-2-109)",Same,PKK 2021-11-04 17:15 ET,
Tennessee,Domestic Registration Deadline,Postmarked by,ED - 30,,"Povided, that a qualified voter may file a mail registration form by postmarking the registration form or submitting the registration form thirty (30) days before an election. A mail registration form lacking a postmark, but signed and dated at least thirty (30) days before an election, shall be timely filed if it is received by the county election commission no later than the twenty-seventh day prior to the election. (2-2-109)",Same,PKK 2021-11-04 17:15 ET,
Tennessee,Early Voting From,Blank,ED - 20,,(a) (1) A voter who desires to vote early shall go to the county election commission office or another polling place appropriately designated by the county election commission within the posted hours not more than twenty (20) days nor less than five (5) days before the day of the election. A voter desiring to vote in the early voting period shall sign an application for a ballot.(2-6-102),Same,PKK 2021-11-04 17:47 ET,
Tennessee,Early Voting To,Blank,ED - 5,,(a) (1) A voter who desires to vote early shall go to the county election commission office or another polling place appropriately designated by the county election commission within the posted hours not more than twenty (20) days nor less than five (5) days before the day of the election. A voter desiring to vote in the early voting period shall sign an application for a ballot.(2-6-102),Same,PKK 2021-11-04 17:47 ET,
Tennessee,Overseas Ballot Return Deadline,Blank,ED,8:00 PM,"""The county election commission must receive the ballot by mail no later than the close of polls on election day. Once the election commission issues an absentee by-mail ballot to a voter, the voter can only vote by mail.(Source : Secretary of State website)""",Same,PKK 2021-11-04 17:47 ET,
Tennessee,Overseas Ballot Return Deadline,Received by,ED,,,Same,PKK 2021-11-04 17:47 ET,
Tennessee,Overseas Ballot Request Deadline,Received by,ED - 7,,"(c) An application must be received in the county election commission office of the county in which the applicant is a resident not later than seven (7) days before the election and not earlier than January 1 of the year in which the election is to be held; provided, that in the event an election is to be held less than ninety (90) days after January 1 of any calendar year, applications under this section may be received not earlier than ninety (90) days before the election in which the applicant desires to vote.(2-6-502)",,PKK 2021-11-04 17:47 ET,
Tennessee,Overseas Registration Deadline,Received by,ED - 7,,-(d)  An application for an absentee ballot under this section shall be treated as an application for temporary registration if the applicant is not already a registered voter where such applicant applies to vote. (2-6-502),Same,PKK 2021-11-04 17:47 ET,
Texas,Domestic Ballot Return Deadline,Blank,ED ,7:00 PM,,Same,,
Texas,Domestic Ballot Return Deadline,Received by,ED,7:00 PM,,Same,,
Texas,Domestic Ballot Return Deadline,Postmarked by,ED,7:00 PM,,Same,,
Texas,Domestic Ballot Return Deadline,Post Received by,ED + 2,12:00 PM,,Same,,
Texas,Domestic Ballot Request Deadline,Blank,ED - 11,,,30 days. https://www.votetexas.gov/register/index.html,,
Texas,Domestic Ballot Request Deadline,Post Received by,ED - 11,,,ED - 17. https://www.votetexas.gov/voting/when.html,,
Texas,Domestic Registration Deadline,Blank,ED - 30,,,Same,,
Texas,Early Voting From,Blank,ED - 17,,"for state senator or state representative or for a runoff primary election, the period is ED-10; for May elections the period is ED-12",Same,,
Texas,Early Voting To,Blank,ED - 4,,,ED+6. https://www.votetexas.gov/military-overseas-voters/index.html,,
Texas,Military Ballot Return Deadline,In Mailstream by,ED,,,ED+6. https://www.votetexas.gov/military-overseas-voters/index.html,,
Texas,Military Ballot Return Deadline,US-based Military by,ED + 6,,,Same,,
Texas,Military Ballot Return Deadline,Military Based Overseas by,ED + 6,,,30 days. https://www.votetexas.gov/register/index.html,,
Texas,Military Ballot Request Deadline,Received by,ED - 11,,,ED+5. https://www.votetexas.gov/voting/index.html#military-and-overseas-voters,,
Texas,Military Registration Deadline,Received by,ED - 30,,,Same,,
Texas,Overseas Ballot Return Deadline,Received by,ED + 5,,,Same,,
Texas,Overseas Ballot Return Deadline,Postmarked by,ED,,,Same,,
Texas,Overseas Ballot Return Deadline,In Mailstream by,ED,,,30 days. https://www.votetexas.gov/register/index.html,,
Texas,Overseas Ballot Request Deadline,Received by,ED - 11,,,,,
Texas,Overseas Registration Deadline,Received by,ED - 30,,,Same,,
Utah,Domestic Ballot Return Deadline,Blank,ED,,,"Automatic, but for changes, ED-7",,
Utah,Domestic Ballot Return Deadline,Post Received by,ED + 13,,,11 days. https://vote.utah.gov/additionalInfo.html,,
Utah,Domestic Ballot Request Deadline,Automatic,ED - 7,,,11 days. https://vote.utah.gov/additionalInfo.html,,
Utah,Domestic Registration Deadline,Blank,ED - 11,,,7 days.,,
Utah,Domestic Registration Deadline,Online by,ED - 11,,,11 days. https://vote.utah.gov/additionalInfo.html,,
Utah,Domestic Registration Deadline,In-Person Request by,ED - 7,,,Same,,
Utah,Domestic Registration Deadline,Post Received by,ED - 11,,,Same,,
Utah,Early Voting From,Blank,ED - 7,,,Same,,
Utah,Early Voting To,Blank,ED - 4,,,ED at 8pm,,
Utah,Overseas Ballot Return Deadline,Postmarked by,ED,,,Same,,
Utah,Overseas Ballot Return Deadline,Post Received by,ED,8:00 PM,,"Automatic, but for changes, ED-7",,
Utah,Overseas Ballot Return Deadline,Email or Fax by,ED,8:00 PM,,11 days. https://vote.utah.gov/additionalInfo.html,,
Utah,Overseas Ballot Request Deadline,AUtomatic,ED - 7,,,11 days. https://vote.utah.gov/additionalInfo.html,,
Utah,Overseas Registration Deadline,Received by,ED - 11,,,11 days. https://vote.utah.gov/additionalInfo.html,,
Utah,Overseas Registration Deadline,Postmarked by,ED - 11,,,,,
Utah,Overseas Registration Deadline,Online by,ED - 11,,,Same,,
Vermont,In-Person Absentee Voting From,Blank,ED - 15,,,Same,,
Vermont,In-Person Absentee Voting To,Blank,ED - 1,,,Same,,
Vermont,Domestic Ballot Return Deadline,Blank,ED,,,ED,,
Vermont,Domestic Ballot Return Deadline,In Person Received by,ED,7:00 PM,,Same,,
Vermont,Domestic Ballot Return Deadline,In the Election Office by,ED,,,ED,,
Vermont,Domestic Ballot Request Deadline,Blank,ED - 1,,,ED-45,,
Vermont,Domestic Registration Deadline,Blank,ED,,,Same,,
